State	Location	% Change in Mortality Rate, 1980-2014
Alabama	Winston County	2462.5
Alabama	Wilcox County	1398.15
Alabama	Washington County	1703.44
Alabama	Walker County	4756.15
Alabama	Tuscaloosa County	3172.45
Alabama	Tallapoosa County	1210.18
Alabama	Talladega County	1500.27
Alabama	Sumter County	1437.5
Alabama	Shelby County	2223.98
Alabama	Saint Clair County	3024.72
Alabama	Russell County	705.77
Alabama	Randolph County	1155.6
Alabama	Pike County	836.97
Alabama	Pickens County	2265.88
Alabama	Perry County	2006.28
Alabama	Morgan County	2369.49
Alabama	Montgomery County	734.82
Alabama	Monroe County	1362.6
Alabama	Mobile County	1730.59
Alabama	Marshall County	2325.3
Alabama	Marion County	1537.07
Alabama	Marengo County	1422.37
Alabama	Madison County	1374.73
Alabama	Macon County	1327.69
Alabama	Lowndes County	1045.22
Alabama	Limestone County	1347.89
Alabama	Lee County	752.19
Alabama	Lawrence County	2539.51
Alabama	Lauderdale County	1950.8
Alabama	Lamar County	1883.2
Alabama	Jefferson County	2508.44
Alabama	Jackson County	1778.98
Alabama	Houston County	1162.07
Alabama	Henry County	781.63
Alabama	Hale County	1593.96
Alabama	Greene County	1744.09
Alabama	Geneva County	714.48
Alabama	Franklin County	2948.02
Alabama	Fayette County	3549.05
Alabama	Etowah County	1917.45
Alabama	Escambia County	1333.14
Alabama	Elmore County	1214.95
Alabama	DeKalb County	1768.2
Alabama	Dallas County	1040.08
Alabama	Dale County	1058.94
Alabama	Cullman County	4114.92
Alabama	Crenshaw County	895.54
Alabama	Covington County	810.09
Alabama	Coosa County	2127.95
Alabama	Conecuh County	1238.54
Alabama	Colbert County	1714.06
Alabama	Coffee County	775.62
Alabama	Cleburne County	1630.81
Alabama	Clay County	1473.68
Alabama	Clarke County	1294.84
Alabama	Choctaw County	1306.07
Alabama	Chilton County	1520.37
Alabama	Cherokee County	1678.21
Alabama	Chambers County	1200.14
Alabama	Calhoun County	1293.8
Alabama	Butler County	957.13
Alabama	Bullock County	781.57
Alabama	Blount County	3014.08
Alabama	Bibb County	2344.39
Alabama	Barbour County	722.06
Alabama	Baldwin County	1795.87
Alabama	Autauga County	998.81
Alaska	Yukon-Koyukuk Census Area	393.65
Alaska	Yakutat City and Borough	586.94
Alaska	Wrangell City and Borough	529.44
Alaska	Valdez-Cordova Census Area	647.03
Alaska	Southeast Fairbanks Census Area	455.44
Alaska	Skagway Municipality	586.94
Alaska	Sitka City and Borough	338.36
Alaska	Prince of Wales-Hyder Census Area	529.44
Alaska	Petersburg Borough	529.44
Alaska	Nome Census Area	236.74
Alaska	Matanuska-Susitna Borough	792.71
Alaska	Lake and Peninsula Borough	826.66
Alaska	Kusilvak Census Area	319.01
Alaska	Kodiak Island Borough	353.24
Alaska	Ketchikan Gateway Borough	529.44
Alaska	Kenai Peninsula Borough	595.16
Alaska	Juneau City and Borough	838.53
Alaska	Hoonah-Angoon Census Area	586.94
Alaska	Haines Borough	559.81
Alaska	Fairbanks North Star Borough	402.57
Alaska	Dillingham Census Area	826.66
Alaska	Denali Borough	393.65
Alaska	Bristol Bay Borough	535.04
Alaska	Bethel Census Area	463.51
Alaska	Anchorage Municipality	505.63
Arizona	Yuma County	623.34
Arizona	Yavapai County	926.71
Arizona	Santa Cruz County	385.79
Arizona	Pinal County	511.29
Arizona	Pima County	684.87
Arizona	Navajo County	1045.2
Arizona	Mohave County	1450.13
Arizona	Maricopa County	678.39
Arizona	La Paz County	623.34
Arizona	Greenlee County	741.53
Arizona	Graham County	787.72
Arizona	Gila County	1051.6
Arizona	Coconino County	755.95
Arizona	Cochise County	800.02
Arizona	Apache County	777.41
Arkansas	Yell County	1845.67
Arkansas	Woodruff County	1309.66
Arkansas	White County	1652.41
Arkansas	Washington County	1607.29
Arkansas	Van Buren County	1901.66
Arkansas	Union County	1230.82
Arkansas	Stone County	1572.68
Arkansas	Sharp County	2104.79
Arkansas	Sevier County	1498.18
Arkansas	Sebastian County	2693.73
Arkansas	Searcy County	1889.42
Arkansas	Scott County	2004.46
Arkansas	Saline County	2367.48
Arkansas	Saint Francis County	952.93
Arkansas	Randolph County	2017.36
Arkansas	Pulaski County	1656.36
Arkansas	Prairie County	1065.53
Arkansas	Pope County	2375.58
Arkansas	Polk County	1570.07
Arkansas	Poinsett County	1685.81
Arkansas	Pike County	1210.62
Arkansas	Phillips County	872.19
Arkansas	Perry County	1611.55
Arkansas	Ouachita County	1137.8
Arkansas	Newton County	2018.3
Arkansas	Nevada County	1171.21
Arkansas	Montgomery County	1574.44
Arkansas	Monroe County	743.45
Arkansas	Mississippi County	2147.87
Arkansas	Miller County	1180.81
Arkansas	Marion County	2594.11
Arkansas	Madison County	2227.29
Arkansas	Lonoke County	1915.61
Arkansas	Logan County	2328.39
Arkansas	Little River County	1609.7
Arkansas	Lincoln County	855.28
Arkansas	Lee County	765.81
Arkansas	Lawrence County	1808.38
Arkansas	Lafayette County	1051.05
Arkansas	Johnson County	2301.04
Arkansas	Jefferson County	1191.7
Arkansas	Jackson County	1800.27
Arkansas	Izard County	2396.46
Arkansas	Independence County	1765.43
Arkansas	Howard County	1453.33
Arkansas	Hot Spring County	1552.43
Arkansas	Hempstead County	1235.51
Arkansas	Greene County	1810.85
Arkansas	Grant County	1721.34
Arkansas	Garland County	1920.64
Arkansas	Fulton County	2229.38
Arkansas	Franklin County	3543.91
Arkansas	Faulkner County	1953.99
Arkansas	Drew County	1009.01
Arkansas	Desha County	903.37
Arkansas	Dallas County	1084.57
Arkansas	Cross County	1409.86
Arkansas	Crittenden County	1191.12
Arkansas	Crawford County	3034.48
Arkansas	Craighead County	1427.12
Arkansas	Conway County	2132.86
Arkansas	Columbia County	1032.51
Arkansas	Cleveland County	929.45
Arkansas	Cleburne County	1399.41
Arkansas	Clay County	1461.15
Arkansas	Clark County	1195.6
Arkansas	Chicot County	922.36
Arkansas	Carroll County	2506.57
Arkansas	Calhoun County	1049.91
Arkansas	Bradley County	820.68
Arkansas	Boone County	1987.63
Arkansas	Benton County	2227.94
Arkansas	Baxter County	2332.89
Arkansas	Ashley County	1071.46
Arkansas	Arkansas County	1053.33
California	Yuba County	435.8
California	Yolo County	304.83
California	Ventura County	405.85
California	Tuolumne County	828.22
California	Tulare County	166.68
California	Trinity County	719.88
California	Tehama County	677.18
California	Sutter County	449.1
California	Stanislaus County	410.56
California	Sonoma County	381.6
California	Solano County	432.5
California	Siskiyou County	744.9
California	Sierra County	999.02
California	Shasta County	965.37
California	Santa Cruz County	480.34
California	Santa Clara County	260.07
California	Santa Barbara County	251.23
California	San Mateo County	157.45
California	San Luis Obispo County	292.85
California	San Joaquin County	249.3
California	San Francisco County	159.77
California	San Diego County	177.46
California	San Bernardino County	364.37
California	San Benito County	275.3
California	Sacramento County	457.51
California	Riverside County	327.1
California	Plumas County	1378.46
California	Placer County	330.19
California	Orange County	179.82
California	Nevada County	550.89
California	Napa County	466.91
California	Monterey County	192.68
California	Mono County	413.39
California	Modoc County	1073.4
California	Merced County	280.31
California	Mendocino County	622.9
California	Mariposa County	454.09
California	Marin County	236.21
California	Madera County	323.99
California	Los Angeles County	68.71
California	Lassen County	917.28
California	Lake County	955.13
California	Kings County	241.75
California	Kern County	556.19
California	Inyo County	577.88
California	Imperial County	241.57
California	Humboldt County	614.6
California	Glenn County	1033.18
California	Fresno County	254.92
California	El Dorado County	784.38
California	Del Norte County	439.13
California	Contra Costa County	294.9
California	Colusa County	397.06
California	Calaveras County	350.42
California	Butte County	1274.98
California	Amador County	741.11
California	Alpine County	758.95
California	Alameda County	156.07
Colorado	Yuma County	622.53
Colorado	Weld County	797.22
Colorado	Washington County	766.18
Colorado	Teller County	1068.33
Colorado	Summit County	794.47
Colorado	Sedgwick County	822.04
Colorado	San Miguel County	566.37
Colorado	San Juan County	636.38
Colorado	Saguache County	825.53
Colorado	Routt County	1001.3
Colorado	Rio Grande County	753.8
Colorado	Rio Blanco County	1232.79
Colorado	Pueblo County	1177.89
Colorado	Prowers County	1112.07
Colorado	Pitkin County	399.62
Colorado	Phillips County	830.44
Colorado	Park County	990.03
Colorado	Ouray County	624.61
Colorado	Otero County	1677.38
Colorado	Morgan County	969.75
Colorado	Montrose County	827.22
Colorado	Montezuma County	460.33
Colorado	Moffat County	1482.94
Colorado	Mineral County	591.29
Colorado	Mesa County	1012.73
Colorado	Logan County	999.66
Colorado	Lincoln County	1043.13
Colorado	Las Animas County	1537.06
Colorado	Larimer County	1398.31
Colorado	Lake County	745.12
Colorado	La Plata County	330.08
Colorado	Kit Carson County	885.25
Colorado	Kiowa County	1134.22
Colorado	Jefferson County	797.22
Colorado	Jackson County	1795.77
Colorado	Huerfano County	1251.5
Colorado	Hinsdale County	666.81
Colorado	Gunnison County	617.7
Colorado	Grand County	1145.95
Colorado	Gilpin County	1162.27
Colorado	Garfield County	906.32
Colorado	Fremont County	898.84
Colorado	Elbert County	955.02
Colorado	El Paso County	1381.35
Colorado	Eagle County	603.84
Colorado	Douglas County	956.76
Colorado	Dolores County	617.18
Colorado	Denver County	797.22
Colorado	Delta County	782.97
Colorado	Custer County	1120.63
Colorado	Crowley County	1096.67
Colorado	Costilla County	1297.5
Colorado	Conejos County	939.68
Colorado	Clear Creek County	1016.39
Colorado	Cheyenne County	855.32
Colorado	Chaffee County	712.82
Colorado	Broomfield County	797.22
Colorado	Boulder County	797.22
Colorado	Bent County	1428.65
Colorado	Baca County	1097.36
Colorado	Archuleta County	621.42
Colorado	Arapahoe County	797.22
Colorado	Alamosa County	1275.96
Colorado	Adams County	797.22
Connecticut	Windham County	1645.54
Connecticut	Tolland County	1411.75
Connecticut	New London County	1217.95
Connecticut	New Haven County	846.64
Connecticut	Middlesex County	1303.64
Connecticut	Litchfield County	1476.44
Connecticut	Hartford County	936.45
Connecticut	Fairfield County	460.88
Delaware	Sussex County	1511.96
Delaware	New Castle County	665.9
Delaware	Kent County	1572.48
District of Columbia	District of Columbia	167.33
Florida	Washington County	1004.09
Florida	Walton County	916.99
Florida	Wakulla County	841.21
Florida	Volusia County	1088.25
Florida	Union County	804.89
Florida	Taylor County	725.57
Florida	Suwannee County	999
Florida	Sumter County	1271.7
Florida	Seminole County	1048.14
Florida	Sarasota County	838.97
Florida	Santa Rosa County	998.67
Florida	Saint Lucie County	1261.88
Florida	Saint Johns County	751.14
Florida	Putnam County	1459.93
Florida	Polk County	1629.76
Florida	Pinellas County	1166.64
Florida	Pasco County	1996.33
Florida	Palm Beach County	899.86
Florida	Osceola County	1083.98
Florida	Orange County	921.99
Florida	Okeechobee County	1725.48
Florida	Okaloosa County	1140.93
Florida	Nassau County	1693.53
Florida	Monroe County	482.81
Florida	Miami-Dade County	126.19
Florida	Martin County	1021.46
Florida	Marion County	1261.28
Florida	Manatee County	1247.02
Florida	Madison County	700.49
Florida	Liberty County	654.12
Florida	Levy County	1482.64
Florida	Leon County	456.68
Florida	Lee County	703.81
Florida	Lake County	1032.15
Florida	Lafayette County	1007.8
Florida	Jefferson County	860.02
Florida	Jackson County	727.13
Florida	Indian River County	1558.18
Florida	Holmes County	883.62
Florida	Hillsborough County	790.47
Florida	Highlands County	1448.91
Florida	Hernando County	2432.14
Florida	Hendry County	1097.13
Florida	Hardee County	1083.53
Florida	Hamilton County	974.5
Florida	Gulf County	1002.8
Florida	Glades County	1204.65
Florida	Gilchrist County	836.4
Florida	Gadsden County	536.33
Florida	Franklin County	1054.55
Florida	Flagler County	1421.82
Florida	Escambia County	1215.73
Florida	Duval County	1109.23
Florida	Dixie County	1217.67
Florida	DeSoto County	911.85
Florida	Columbia County	1410.42
Florida	Collier County	530.17
Florida	Clay County	1349.5
Florida	Citrus County	2343.29
Florida	Charlotte County	1288.46
Florida	Calhoun County	712.92
Florida	Broward County	406.89
Florida	Brevard County	1452.41
Florida	Bradford County	1189.09
Florida	Bay County	824.82
Florida	Baker County	1478.88
Florida	Alachua County	718.67
Georgia	Worth County	606.15
Georgia	Wilkinson County	1107.35
Georgia	Wilkes County	1397.7
Georgia	Wilcox County	698.91
Georgia	Whitfield County	1120.31
Georgia	White County	2403.1
Georgia	Wheeler County	738.38
Georgia	Webster County	459.19
Georgia	Wayne County	1541.34
Georgia	Washington County	1025.85
Georgia	Warren County	1441.95
Georgia	Ware County	2047.45
Georgia	Walton County	1461.4
Georgia	Walker County	1560.44
Georgia	Upson County	1088.43
Georgia	Union County	1745.94
Georgia	Twiggs County	1029.51
Georgia	Turner County	703.78
Georgia	Troup County	1307.14
Georgia	Treutlen County	826.07
Georgia	Towns County	2238.74
Georgia	Toombs County	984.43
Georgia	Tift County	504.42
Georgia	Thomas County	593.27
Georgia	Terrell County	514.28
Georgia	Telfair County	870.62
Georgia	Taylor County	905.45
Georgia	Tattnall County	1257.71
Georgia	Taliaferro County	1466.07
Georgia	Talbot County	1299.19
Georgia	Sumter County	480.65
Georgia	Stewart County	793.64
Georgia	Stephens County	2233.58
Georgia	Spalding County	1049.62
Georgia	Seminole County	703.09
Georgia	Screven County	840.08
Georgia	Schley County	582.68
Georgia	Rockdale County	796.91
Georgia	Richmond County	817.96
Georgia	Randolph County	515.89
Georgia	Rabun County	1791.55
Georgia	Quitman County	704.63
Georgia	Putnam County	1206
Georgia	Pulaski County	561.74
Georgia	Polk County	1392.52
Georgia	Pike County	1162.42
Georgia	Pierce County	1276.22
Georgia	Pickens County	1429.35
Georgia	Peach County	891.55
Georgia	Paulding County	1406.04
Georgia	Oglethorpe County	1444.42
Georgia	Oconee County	1013.26
Georgia	Newton County	1055.61
Georgia	Muscogee County	752.6
Georgia	Murray County	2497.76
Georgia	Morgan County	1734.21
Georgia	Montgomery County	884.05
Georgia	Monroe County	1040.85
Georgia	Mitchell County	763.58
Georgia	Miller County	764.9
Georgia	Meriwether County	1327.16
Georgia	McIntosh County	1529.95
Georgia	McDuffie County	1060.96
Georgia	Marion County	679.91
Georgia	Madison County	2020.92
Georgia	Macon County	756.17
Georgia	Lumpkin County	1844.79
Georgia	Lowndes County	719.9
Georgia	Long County	1269.47
Georgia	Lincoln County	1311.61
Georgia	Liberty County	1090.32
Georgia	Lee County	580.48
Georgia	Laurens County	1090.25
Georgia	Lanier County	757.1
Georgia	Lamar County	1458.45
Georgia	Jones County	1002.59
Georgia	Johnson County	751.49
Georgia	Jenkins County	817.31
Georgia	Jefferson County	1173.74
Georgia	Jeff Davis County	1472.33
Georgia	Jasper County	1499.32
Georgia	Jackson County	1378.02
Georgia	Irwin County	809.32
Georgia	Houston County	579.16
Georgia	Henry County	741.62
Georgia	Heard County	1540.44
Georgia	Hart County	1408.13
Georgia	Harris County	952.96
Georgia	Haralson County	2075.47
Georgia	Hancock County	1206.31
Georgia	Hall County	1440.93
Georgia	Habersham County	1517.38
Georgia	Gwinnett County	696.74
Georgia	Greene County	1121.02
Georgia	Grady County	605.73
Georgia	Gordon County	1564.94
Georgia	Glynn County	1365.8
Georgia	Glascock County	870.66
Georgia	Gilmer County	1629.96
Georgia	Fulton County	367.66
Georgia	Franklin County	2402.54
Georgia	Forsyth County	994.63
Georgia	Floyd County	1333.05
Georgia	Fayette County	834.85
Georgia	Fannin County	2318.96
Georgia	Evans County	1195.32
Georgia	Emanuel County	988.85
Georgia	Elbert County	1631.03
Georgia	Effingham County	981.1
Georgia	Echols County	1012.85
Georgia	Early County	759.31
Georgia	Douglas County	998.51
Georgia	Dougherty County	592.46
Georgia	Dooly County	483.93
Georgia	Dodge County	800.2
Georgia	DeKalb County	501.4
Georgia	Decatur County	639.93
Georgia	Dawson County	1667.71
Georgia	Dade County	1511.47
Georgia	Crisp County	566.71
Georgia	Crawford County	1074.72
Georgia	Coweta County	919.48
Georgia	Cook County	877.82
Georgia	Columbia County	687.17
Georgia	Colquitt County	763.35
Georgia	Coffee County	1245.18
Georgia	Cobb County	1140.79
Georgia	Clinch County	1198.89
Georgia	Clayton County	367.31
Georgia	Clay County	857.16
Georgia	Clarke County	969.22
Georgia	Cherokee County	1228.04
Georgia	Chattooga County	1478.65
Georgia	Chattahoochee County	642.81
Georgia	Chatham County	873.8
Georgia	Charlton County	1708.49
Georgia	Catoosa County	1947.72
Georgia	Carroll County	1297.48
Georgia	Candler County	1376.94
Georgia	Camden County	1492.08
Georgia	Calhoun County	591.44
Georgia	Butts County	1588.52
Georgia	Burke County	1007.19
Georgia	Bulloch County	839.32
Georgia	Bryan County	896.64
Georgia	Brooks County	665.42
Georgia	Brantley County	1760.7
Georgia	Bleckley County	720.79
Georgia	Bibb County	692.23
Georgia	Berrien County	724.03
Georgia	Ben Hill County	854.83
Georgia	Bartow County	1176.01
Georgia	Barrow County	1344.47
Georgia	Banks County	1690.37
Georgia	Baldwin County	977.41
Georgia	Baker County	440.03
Georgia	Bacon County	1361.53
Georgia	Atkinson County	1271.34
Georgia	Appling County	1190.15
Hawaii	Maui County	976.79
Hawaii	Kauai County	598.54
Hawaii	Kalawao County	976.79
Hawaii	Honolulu County	1605.98
Hawaii	Hawaii County	484.36
Idaho	Washington County	801.31
Idaho	Valley County	835.01
Idaho	Twin Falls County	672.44
Idaho	Teton County	931.85
Idaho	Shoshone County	1179.87
Idaho	Power County	1068.38
Idaho	Payette County	618.35
Idaho	Owyhee County	897.31
Idaho	Oneida County	1070.01
Idaho	Nez Perce County	702.05
Idaho	Minidoka County	504.92
Idaho	Madison County	827.56
Idaho	Lincoln County	583.36
Idaho	Lewis County	629.38
Idaho	Lemhi County	982.61
Idaho	Latah County	681.19
Idaho	Kootenai County	816.85
Idaho	Jerome County	526.35
Idaho	Jefferson County	814.37
Idaho	Idaho County	892.96
Idaho	Gooding County	447.5
Idaho	Gem County	864.14
Idaho	Fremont County	853.66
Idaho	Franklin County	1266.8
Idaho	Elmore County	681.24
Idaho	Custer County	917.27
Idaho	Clearwater County	1020.55
Idaho	Clark County	880.31
Idaho	Cassia County	902.34
Idaho	Caribou County	1564.3
Idaho	Canyon County	700.75
Idaho	Camas County	646.96
Idaho	Butte County	970.17
Idaho	Boundary County	1449.87
Idaho	Bonneville County	1859.19
Idaho	Bonner County	781.71
Idaho	Boise County	740.33
Idaho	Blaine County	614.97
Idaho	Bingham County	1182.32
Idaho	Benewah County	774.6
Idaho	Bear Lake County	1657.08
Idaho	Bannock County	1013.42
Idaho	Adams County	906.28
Idaho	Ada County	715.03
Illinois	Woodford County	1665.1
Illinois	Winnebago County	1928.68
Illinois	Williamson County	2063.41
Illinois	Will County	1055
Illinois	Whiteside County	1340.7
Illinois	White County	1589.16
Illinois	Wayne County	1362.44
Illinois	Washington County	1199.9
Illinois	Warren County	1073.52
Illinois	Wabash County	1459.22
Illinois	Vermilion County	2029.66
Illinois	Union County	1827.92
Illinois	Tazewell County	2225.81
Illinois	Stephenson County	1319.25
Illinois	Stark County	1375.29
Illinois	Shelby County	1251.68
Illinois	Scott County	1531.31
Illinois	Schuyler County	1227.12
Illinois	Sangamon County	2030.1
Illinois	Saline County	2301.13
Illinois	Saint Clair County	1229.38
Illinois	Rock Island County	831.74
Illinois	Richland County	1288.84
Illinois	Randolph County	2046.26
Illinois	Putnam County	1455.61
Illinois	Pulaski County	1771.43
Illinois	Pope County	2121.3
Illinois	Pike County	1604.65
Illinois	Piatt County	1355.79
Illinois	Perry County	1897.87
Illinois	Peoria County	1566.17
Illinois	Ogle County	1569.08
Illinois	Moultrie County	1198.77
Illinois	Morgan County	1423.61
Illinois	Montgomery County	1940.43
Illinois	Monroe County	1701.94
Illinois	Mercer County	1034.06
Illinois	Menard County	1623.48
Illinois	McLean County	1591.98
Illinois	McHenry County	1087.22
Illinois	McDonough County	910.47
Illinois	Massac County	2232.8
Illinois	Mason County	1665.74
Illinois	Marshall County	1848.16
Illinois	Marion County	1638.64
Illinois	Madison County	1991.39
Illinois	Macoupin County	1633.83
Illinois	Macon County	1441.31
Illinois	Logan County	1447.62
Illinois	Livingston County	1493.3
Illinois	Lee County	2037.95
Illinois	Lawrence County	1843.2
Illinois	LaSalle County	1876.71
Illinois	Lake County	1003.71
Illinois	Knox County	1465.03
Illinois	Kendall County	1203.6
Illinois	Kankakee County	1159.22
Illinois	Kane County	551.06
Illinois	Johnson County	1952.25
Illinois	Jo Daviess County	1252.34
Illinois	Jersey County	2073.08
Illinois	Jefferson County	1637.39
Illinois	Jasper County	1164.99
Illinois	Jackson County	1591.66
Illinois	Iroquois County	1778.59
Illinois	Henry County	1035.83
Illinois	Henderson County	1117.05
Illinois	Hardin County	2012.46
Illinois	Hancock County	1039.58
Illinois	Hamilton County	1364.75
Illinois	Grundy County	1637.22
Illinois	Greene County	1627.48
Illinois	Gallatin County	2153.03
Illinois	Fulton County	1383.49
Illinois	Franklin County	2032.9
Illinois	Ford County	1678.56
Illinois	Fayette County	1321.09
Illinois	Effingham County	1155.79
Illinois	Edwards County	1478.53
Illinois	Edgar County	1435.4
Illinois	DuPage County	776.37
Illinois	Douglas County	1220.2
Illinois	DeKalb County	1336.2
Illinois	De Witt County	1804.49
Illinois	Cumberland County	1125.42
Illinois	Crawford County	1849.35
Illinois	Cook County	412.05
Illinois	Coles County	1049.75
Illinois	Clinton County	1277.26
Illinois	Clay County	1087.8
Illinois	Clark County	1834.74
Illinois	Christian County	1786.77
Illinois	Champaign County	1369.25
Illinois	Cass County	1518.59
Illinois	Carroll County	1078.45
Illinois	Calhoun County	1802.29
Illinois	Bureau County	1620.72
Illinois	Brown County	1115.42
Illinois	Boone County	1641.77
Illinois	Bond County	1256.29
Illinois	Alexander County	1392.87
Illinois	Adams County	1608.34
Indiana	Whitley County	2090.06
Indiana	White County	2364.93
Indiana	Wells County	3585.92
Indiana	Wayne County	4047.47
Indiana	Washington County	3686.15
Indiana	Warrick County	1646.07
Indiana	Warren County	1688.87
Indiana	Wabash County	3303.02
Indiana	Vigo County	2207.15
Indiana	Vermillion County	1800.3
Indiana	Vanderburgh County	1892.2
Indiana	Union County	4047.4
Indiana	Tipton County	3302.57
Indiana	Tippecanoe County	2241.63
Indiana	Switzerland County	4409.77
Indiana	Sullivan County	2750.74
Indiana	Steuben County	2117.96
Indiana	Starke County	2988.1
Indiana	Spencer County	1480
Indiana	Shelby County	3706.11
Indiana	Scott County	6181.56
Indiana	Saint Joseph County	1789.82
Indiana	Rush County	3495.61
Indiana	Ripley County	3478.27
Indiana	Randolph County	4084.09
Indiana	Putnam County	2689.36
Indiana	Pulaski County	2714.94
Indiana	Posey County	1509.13
Indiana	Porter County	2075.02
Indiana	Pike County	1526.99
Indiana	Perry County	2001.21
Indiana	Parke County	1945.1
Indiana	Owen County	3326.09
Indiana	Orange County	2349.02
Indiana	Ohio County	4229.88
Indiana	Noble County	2520.39
Indiana	Newton County	1530.22
Indiana	Morgan County	3874.56
Indiana	Montgomery County	3366.31
Indiana	Monroe County	3231.08
Indiana	Miami County	2167.93
Indiana	Martin County	2160.97
Indiana	Marshall County	2068.34
Indiana	Marion County	2637.69
Indiana	Madison County	3455.88
Indiana	Lawrence County	2342.32
Indiana	LaPorte County	2842.82
Indiana	Lake County	970.38
Indiana	LaGrange County	1547.46
Indiana	Kosciusko County	2378.6
Indiana	Knox County	1565.48
Indiana	Johnson County	2201.84
Indiana	Jennings County	5064.36
Indiana	Jefferson County	4030.9
Indiana	Jay County	3636.1
Indiana	Jasper County	1861.5
Indiana	Jackson County	5144.6
Indiana	Huntington County	3305.41
Indiana	Howard County	1716.27
Indiana	Henry County	4226.38
Indiana	Hendricks County	2121.74
Indiana	Harrison County	2789.89
Indiana	Hancock County	3812.45
Indiana	Hamilton County	2151.46
Indiana	Greene County	2748.42
Indiana	Grant County	3339.92
Indiana	Gibson County	1348.82
Indiana	Fulton County	2608.61
Indiana	Franklin County	3609.39
Indiana	Fountain County	2080.72
Indiana	Floyd County	3412.15
Indiana	Fayette County	4798.36
Indiana	Elkhart County	1971.9
Indiana	Dubois County	1661.39
Indiana	Delaware County	3039.05
Indiana	DeKalb County	2152.04
Indiana	Decatur County	3159.29
Indiana	Dearborn County	3512.55
Indiana	Daviess County	1818.71
Indiana	Crawford County	2720.39
Indiana	Clinton County	3134.93
Indiana	Clay County	2318.11
Indiana	Clark County	3902.86
Indiana	Cass County	1932.25
Indiana	Carroll County	1924.56
Indiana	Brown County	3193.63
Indiana	Boone County	3471
Indiana	Blackford County	3250.88
Indiana	Benton County	2104.08
Indiana	Bartholomew County	4091.19
Indiana	Allen County	2364.44
Indiana	Adams County	2793.97
Iowa	Wright County	836.81
Iowa	Worth County	825.69
Iowa	Woodbury County	1074.8
Iowa	Winneshiek County	701.82
Iowa	Winnebago County	633.59
Iowa	Webster County	1174.55
Iowa	Wayne County	1200.22
Iowa	Washington County	1137.16
Iowa	Warren County	1397.17
Iowa	Wapello County	1011.1
Iowa	Van Buren County	1020.65
Iowa	Union County	1172.56
Iowa	Taylor County	1077.13
Iowa	Tama County	1135.76
Iowa	Story County	1272.83
Iowa	Sioux County	389.63
Iowa	Shelby County	884.39
Iowa	Scott County	1564.04
Iowa	Sac County	780.42
Iowa	Ringgold County	1276.28
Iowa	Poweshiek County	1303.19
Iowa	Pottawattamie County	1433.76
Iowa	Polk County	1403.22
Iowa	Pocahontas County	626
Iowa	Plymouth County	718.64
Iowa	Palo Alto County	700.35
Iowa	Page County	1042.31
Iowa	Osceola County	481.75
Iowa	O'Brien County	530.62
Iowa	Muscatine County	962.73
Iowa	Montgomery County	1523.93
Iowa	Monroe County	1314.83
Iowa	Monona County	1238.04
Iowa	Mitchell County	683.36
Iowa	Mills County	1240.52
Iowa	Marshall County	1359
Iowa	Marion County	1344.48
Iowa	Mahaska County	937.04
Iowa	Madison County	1205.41
Iowa	Lyon County	628.26
Iowa	Lucas County	1227.97
Iowa	Louisa County	1161.3
Iowa	Linn County	1207.56
Iowa	Lee County	1419.37
Iowa	Kossuth County	562.02
Iowa	Keokuk County	896.56
Iowa	Jones County	797.66
Iowa	Johnson County	1169.39
Iowa	Jefferson County	1118.59
Iowa	Jasper County	1280.6
Iowa	Jackson County	1167.06
Iowa	Iowa County	990.17
Iowa	Ida County	776.59
Iowa	Humboldt County	696.08
Iowa	Howard County	766.79
Iowa	Henry County	963.73
Iowa	Harrison County	1176.7
Iowa	Hardin County	865.47
Iowa	Hancock County	702.55
Iowa	Hamilton County	999.64
Iowa	Guthrie County	753.51
Iowa	Grundy County	994.88
Iowa	Greene County	1090.95
Iowa	Fremont County	1052.77
Iowa	Franklin County	767.27
Iowa	Floyd County	812.51
Iowa	Fayette County	841.97
Iowa	Emmet County	640.42
Iowa	Dubuque County	967.39
Iowa	Dickinson County	654.86
Iowa	Des Moines County	1339.8
Iowa	Delaware County	798.55
Iowa	Decatur County	1360.65
Iowa	Davis County	1061.57
Iowa	Dallas County	1029.11
Iowa	Crawford County	875.02
Iowa	Clinton County	772.4
Iowa	Clayton County	897.91
Iowa	Clay County	600.33
Iowa	Clarke County	1545.04
Iowa	Chickasaw County	687.17
Iowa	Cherokee County	694.79
Iowa	Cerro Gordo County	1294.78
Iowa	Cedar County	1019.06
Iowa	Cass County	992.45
Iowa	Carroll County	887.71
Iowa	Calhoun County	704.2
Iowa	Butler County	786.18
Iowa	Buena Vista County	582.02
Iowa	Buchanan County	887.83
Iowa	Bremer County	728.06
Iowa	Boone County	1337.54
Iowa	Black Hawk County	990.71
Iowa	Benton County	694.08
Iowa	Audubon County	812.35
Iowa	Appanoose County	1532.78
Iowa	Allamakee County	870.1
Iowa	Adams County	1245.25
Iowa	Adair County	1079.57
Kansas	Wyandotte County	875.3
Kansas	Woodson County	2190.09
Kansas	Wilson County	2339.39
Kansas	Wichita County	989.32
Kansas	Washington County	780.08
Kansas	Wallace County	855.98
Kansas	Wabaunsee County	1303.57
Kansas	Trego County	971.67
Kansas	Thomas County	914.12
Kansas	Sumner County	2024.25
Kansas	Stevens County	951.33
